CAD CDW ID,Event Clearance Group,Event Clearance SubGroup,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Hundred Block Location,District/Sector,Event Clearance Date,Zone/Beat,Census Tract,Longitude,Latitude
16589,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247621,2010247621,460,TRAFFIC (MOVING) VIOLATION,14XX BLOCK OF 2ND AVE,K,07/18/2010 07:36:00 PM,K1,8100.2010,-122.338449522,47.608788655
16594,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247637,2010247637,460,TRAFFIC (MOVING) VIOLATION,45XX BLOCK OF UNIVERSITY WAY NE,U,07/18/2010 07:48:00 PM,U3,5301.2009,-122.313115706,47.662180577
16597,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000247589,2010247589,430,ACCIDENT INVESTIGATION,94XX BLOCK OF OLSON PL SW,F,07/18/2010 08:04:00 PM,F3,11300.1003,-122.33910558,47.519085099
16598,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000247666,2010247666,430,ACCIDENT INVESTIGATION,87XX BLOCK OF 15TH AVE NW,B,07/18/2010 08:10:00 PM,B1,1600.3008,-122.376700236,47.692787687
16608,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000247433,2010247433,430,ACCIDENT INVESTIGATION,8XX BLOCK OF MERCER ST,D,07/18/2010 05:12:00 PM,D1,7200.1001,-122.339993038,47.624544704
16615,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247528,2010247528,460,TRAFFIC (MOVING) VIOLATION,72XX BLOCK OF E MARGINAL WAY S,O,07/18/2010 05:49:00 PM,O3,10900.1001,-122.317892558,47.537087208
16618,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000247391,2010247391,430,ACCIDENT INVESTIGATION,XX BLOCK OF S ATLANTIC ST,K,07/18/2010 06:41:00 PM,K3,9300.2037,-122.337099412,47.590314567
16624,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247470,2010247470,460,TRAFFIC (MOVING) VIOLATION,43XX BLOCK OF AURORA AVE N,J,07/18/2010 07:58:00 PM,J3,4900.1014,-122.347335406,47.659812427
16625,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247661,2010247661,460,TRAFFIC (MOVING) VIOLATION,6XX BLOCK OF 4TH AVE S,K,07/18/2010 08:10:00 PM,K2,9300.2000,-122.328996297,47.597010766
16636,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247632,2010247632,460,TRAFFIC (MOVING) VIOLATION,21XX BLOCK OF N NORTHGATE WAY,N,07/18/2010 08:38:00 PM,N3,1200.5000,-122.332653349,47.708654503
16642,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247707,2010247707,460,TRAFFIC (MOVING) VIOLATION,23XX BLOCK OF E YESLER WAY,G,07/18/2010 09:03:00 PM,G3,8700.2013,-122.301717253,47.601666109
16648,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000247556,2010247556,430,ACCIDENT INVESTIGATION,15XX BLOCK OF MAGNOLIA WAY W,Q,07/18/2010 09:29:00 PM,Q1,5802.3006,-122.390263052,47.634102778
16658,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000247677,2010247677,430,ACCIDENT INVESTIGATION,125XX BLOCK OF CORLISS AVE N,N,07/18/2010 09:48:00 PM,N1,600.3000,-122.329984323,47.720756127
16662,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247784,2010247784,460,TRAFFIC (MOVING) VIOLATION,XX BLOCK OF FAUNTLEROY WAY SW,W,07/18/2010 10:02:00 PM,W2,9800.4010,-122.377576579,47.564174248
16665,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247719,2010247719,460,TRAFFIC (MOVING) VIOLATION,40XX BLOCK OF S GENESEE ST,R,07/18/2010 10:11:00 PM,R1,10100.6022,-122.28226503,47.564144094
16675,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247807,2010247807,460,TRAFFIC (MOVING) VIOLATION,41XX BLOCK OF SW ALASKA ST,W,07/18/2010 10:37:00 PM,W2,10500.6007,-122.384796947,47.561098388
16681,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247826,2010247826,460,TRAFFIC (MOVING) VIOLATION,25XX BLOCK OF E JOHN ST,C,07/18/2010 10:52:00 PM,C3,7700.4010,-122.299220812,47.620192411
16682,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247831,2010247831,460,TRAFFIC (MOVING) VIOLATION,32XX BLOCK OF SW AVALON WAY,W,07/18/2010 10:53:00 PM,W2,9900.3005,-122.37419575,47.564075601
16684,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247836,2010247836,460,TRAFFIC (MOVING) VIOLATION,84XX BLOCK OF 20TH AVE SW,F,07/18/2010 11:03:00 PM,F2,11400.2003,-122.359110703,47.527387415
16685,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247840,2010247840,460,TRAFFIC (MOVING) VIOLATION,XX BLOCK OF MARTIN LUTHER KING JR WAY S,S,07/18/2010 11:03:00 PM,S2,11000.2000,-122.281736013,47.537963086
16689,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247846,2010247846,460,TRAFFIC (MOVING) VIOLATION,25XX BLOCK OF 4TH AVE,M,07/18/2010 11:14:00 PM,M1,7200.2015,-122.346637804,47.616966959
16693,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247852,2010247852,460,TRAFFIC (MOVING) VIOLATION,21XX BLOCK OF 1ST AVE,M,07/18/2010 11:23:00 PM,M3,8002.1003,-122.344562703,47.612221863
16694,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247862,2010247862,460,TRAFFIC (MOVING) VIOLATION,2XX BLOCK OF UNIVERSITY ST,K,07/18/2010 11:30:00 PM,K1,8100.2015,-122.336531299,47.607531119
16696,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247883,2010247883,460,TRAFFIC (MOVING) VIOLATION,9XX BLOCK OF E TERRACE ST,E,07/18/2010 11:50:00 PM,E3,8600.2005,-122.320080894,47.605214267
16697,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247825,2010247825,460,TRAFFIC (MOVING) VIOLATION,3XX BLOCK OF 12TH AVE S,E,07/18/2010 11:50:00 PM,E3,9000.3009,-122.317207596,47.599601727
16699,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247886,2010247886,460,TRAFFIC (MOVING) VIOLATION,34XX BLOCK OF RAINIER AVE S,R,07/18/2010 11:53:00 PM,R1,10100.4000,-122.29361545,47.572406861
16703,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247910,2010247910,460,TRAFFIC (MOVING) VIOLATION,XX BLOCK OF S BAYVIEW ST,R,07/19/2010 12:17:00 AM,R1,9500.5003,-122.297174424,47.581812198
16706,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247916,2010247916,460,TRAFFIC (MOVING) VIOLATION,107XX BLOCK OF 1ST AVE NE,N,07/19/2010 12:28:00 AM,N3,1200.4005,-122.328613097,47.707720604
16717,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247712,2010247712,460,TRAFFIC (MOVING) VIOLATION,123XX BLOCK OF 30TH AVE NE,L,07/18/2010 08:57:00 PM,L2,700.3001,-122.296328513,47.718452815
16718,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247780,2010247780,460,TRAFFIC (MOVING) VIOLATION,32XX BLOCK OF NE 143RD ST,L,07/18/2010 09:56:00 PM,L1,100.4000,-122.293102497,47.731948844
16721,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247747,2010247747,460,TRAFFIC (MOVING) VIOLATION,25XX BLOCK OF S WALKER ST,R,07/18/2010 10:34:00 PM,R1,9500.6047,-122.299239158,47.583645738
16722,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247790,2010247790,460,TRAFFIC (MOVING) VIOLATION,12XX BLOCK OF S WELLER ST,G,07/18/2010 10:15:00 PM,G2,9000.3019,-122.314993339,47.597495624
16724,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000247725,2010247725,430,ACCIDENT INVESTIGATION,7XX BLOCK OF BROADWAY E,C,07/18/2010 10:55:00 PM,C1,7400.1000,-122.321314949,47.625976784
16738,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247772,2010247772,460,TRAFFIC (MOVING) VIOLATION,34XX BLOCK OF SW JUNEAU ST,W,07/18/2010 09:48:00 PM,W2,10700.6005,-122.375663532,47.550138984
16739,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247759,2010247759,460,TRAFFIC (MOVING) VIOLATION,11XX BLOCK OF NE 50TH ST,U,07/18/2010 09:52:00 PM,U3,4400.4006,-122.315786628,47.664922509
16740,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247792,2010247792,460,TRAFFIC (MOVING) VIOLATION,120XX BLOCK OF 3RD AVE NW,B,07/18/2010 10:14:00 PM,B1,402.4009,-122.360923492,47.716908037
16761,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247746,2010247746,460,TRAFFIC (MOVING) VIOLATION,52XX BLOCK OF GREEN LAKE WAY N,J,07/18/2010 09:26:00 PM,J1,4600.1010,-122.340083387,47.667424694
16766,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247785,2010247785,460,TRAFFIC (MOVING) VIOLATION,10XX BLOCK OF S LANE ST,G,07/18/2010 09:56:00 PM,G2,9100.1006,-122.318054901,47.596662187
16772,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247817,2010247817,460,TRAFFIC (MOVING) VIOLATION,9XX BLOCK OF S STEVENS ST,O,07/18/2010 10:36:00 PM,O2,9300.3057,-122.321070339,47.576893624
16773,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247829,2010247829,460,TRAFFIC (MOVING) VIOLATION,26XX BLOCK OF 22ND AVE E,C,07/18/2010 10:55:00 PM,C3,6200.1009,-122.303798071,47.643430289
16775,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247842,2010247842,460,TRAFFIC (MOVING) VIOLATION,3XX BLOCK OF TAYLOR AVE N,D,07/18/2010 11:05:00 PM,D1,7200.1022,-122.346293035,47.621316912
16776,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247845,2010247845,460,TRAFFIC (MOVING) VIOLATION,4XX BLOCK OF OLIVE WAY,M,07/18/2010 11:08:00 PM,M2,8100.2001,-122.337968138,47.612423454
16779,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247858,2010247858,460,TRAFFIC (MOVING) VIOLATION,38XX BLOCK OF S GENESEE ST,R,07/18/2010 11:30:00 PM,R1,10100.6021,-122.284420009,47.564126467
16781,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247863,2010247863,460,TRAFFIC (MOVING) VIOLATION,5XX BLOCK OF S JACKSON ST,K,07/18/2010 11:44:00 PM,K2,9200.1005,-122.327013759,47.599193842
16794,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247917,2010247917,460,TRAFFIC (MOVING) VIOLATION,84XX BLOCK OF GREENWOOD AVE N,B,07/19/2010 12:34:00 AM,B3,2900.1000,-122.355301707,47.690216196
16797,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000247729,2010247729,430,ACCIDENT INVESTIGATION,6XX BLOCK OF E PINE ST,E,07/19/2010 12:44:00 AM,E2,8400.1014,-122.323944053,47.615228075
16801,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000247645,2010247645,430,ACCIDENT INVESTIGATION,20XX BLOCK OF 2ND AVE,M,07/19/2010 12:59:00 AM,M2,8002.1001,-122.342402604,47.612117499
16804,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247945,2010247945,460,TRAFFIC (MOVING) VIOLATION,36XX BLOCK OF MARTIN LUTHER KING JR WAY S,R,07/19/2010 01:08:00 AM,R2,10100.3007,-122.296739215,47.571752887
16805,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000247800,2010247800,430,ACCIDENT INVESTIGATION,12XX BLOCK OF E YESLER WAY,E,07/19/2010 01:09:00 AM,E3,8600.3010,-122.315855197,47.601691813
16810,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247958,2010247958,460,TRAFFIC (MOVING) VIOLATION,130XX BLOCK OF 1ST AVE NE,N,07/19/2010 01:26:00 AM,N1,600.1002,-122.328905999,47.72407511
16816,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000247881,2010247881,430,ACCIDENT INVESTIGATION,103XX BLOCK OF 51ST AVE S,S,07/19/2010 01:46:00 AM,S3,11900.5003,-122.270103931,47.507905705
16818,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247981,2010247981,460,TRAFFIC (MOVING) VIOLATION,13XX BLOCK OF E OLIVE WAY,E,07/19/2010 01:48:00 AM,E2,7300.2017,-122.327352963,47.61686239
16823,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247998,2010247998,460,TRAFFIC (MOVING) VIOLATION,145XX BLOCK OF 15TH AVE NE,L,07/19/2010 02:30:00 AM,L1,200.4001,-122.312759582,47.734406762
16824,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247997,2010247997,460,TRAFFIC (MOVING) VIOLATION,49XX BLOCK OF BEACON AVE S,R,07/19/2010 02:31:00 AM,R2,10400.8004,-122.303470336,47.556708121
16834,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247903,2010247903,450,DRIVING WHILE UNDER INFLUENCE (DUI),17XX BLOCK OF NW 58TH ST,B,07/19/2010 03:36:00 AM,B2,4700.3007,-122.380548793,47.670905721
16848,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247918,2010247918,460,TRAFFIC (MOVING) VIOLATION,45XX BLOCK OF 19TH AVE NE,U,07/19/2010 12:42:00 AM,U3,5301.1009,-122.307231572,47.662154281
16853,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247893,2010247893,460,TRAFFIC (MOVING) VIOLATION,91XX BLOCK OF RAINIER AVE S,S,07/19/2010 12:30:00 AM,S3,11800.6015,-122.269990445,47.520556161
16857,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247938,2010247938,460,TRAFFIC (MOVING) VIOLATION,105XX BLOCK OF 3RD AVE NW,B,07/19/2010 01:01:00 AM,B1,1400.6010,-122.360777548,47.706027212
16864,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247980,2010247980,460,TRAFFIC (MOVING) VIOLATION,86XX BLOCK OF RAINIER AVE S,S,07/19/2010 02:28:00 AM,S3,11800.6011,-122.269982026,47.524739041
16866,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247989,2010247989,460,TRAFFIC (MOVING) VIOLATION,XX BLOCK OF E LYNN ST,C,07/19/2010 02:54:00 AM,C1,6600.3004,-122.327731952,47.639727359
16870,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000247689,2010247689,460,TRAFFIC (MOVING) VIOLATION,3XX BLOCK OF HARVARD AVE E,E,07/19/2010 03:32:00 AM,E1,7400.2005,-122.322033078,47.621520295
16897,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248019,2010248019,460,TRAFFIC (MOVING) VIOLATION,8XX BLOCK OF OLIVE WAY,D,07/19/2010 04:50:00 AM,D2,7300.3025,-122.333505556,47.614288791
16901,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248063,2010248063,460,TRAFFIC (MOVING) VIOLATION,42XX BLOCK OF AIRPORT WAY S,O,07/19/2010 05:10:00 AM,O2,9300.3112,-122.322731108,47.565632749
16905,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248059,2010248059,460,TRAFFIC (MOVING) VIOLATION,3XX BLOCK OF 14TH AVE S,E,07/19/2010 05:23:00 AM,E3,9000.3010,-122.314133912,47.599610491
16918,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248118,2010248118,460,TRAFFIC (MOVING) VIOLATION,27XX BLOCK OF S MCCLELLAN ST,R,07/19/2010 07:32:00 AM,R1,9500.5004,-122.297169403,47.5783486
16931,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248075,2010248075,460,TRAFFIC (MOVING) VIOLATION,12XX BLOCK OF E PINE ST,C,07/19/2010 05:39:00 AM,C2,7500.4004,-122.316201377,47.615268401
16938,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248142,2010248142,460,TRAFFIC (MOVING) VIOLATION,18XX BLOCK OF E HARRISON ST,C,07/19/2010 08:07:00 AM,C1,7600.2002,-122.308018878,47.622068234
16940,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248155,2010248155,460,TRAFFIC (MOVING) VIOLATION,7XX BLOCK OF MINOR AVE,E,07/19/2010 08:18:00 AM,E2,8500.2005,-122.32239865,47.608017973
16942,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248049,2010248049,460,TRAFFIC (MOVING) VIOLATION,45XX BLOCK OF S HENDERSON ST,S,07/19/2010 04:46:00 AM,S2,11800.4000,-122.275322754,47.523311863
16950,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248125,2010248125,460,TRAFFIC (MOVING) VIOLATION,54XX BLOCK OF BEACON AVE S,R,07/19/2010 07:43:00 AM,R2,10400.2005,-122.30198277,47.551802827
16952,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248124,2010248124,460,TRAFFIC (MOVING) VIOLATION,14XX BLOCK OF S BAYVIEW ST,O,07/19/2010 08:11:00 AM,O1,9400.4013,-122.314257599,47.581019161
16953,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000244608,2010244608,430,ACCIDENT INVESTIGATION,1XX BLOCK OF BELL ST,M,07/16/2010 03:52:00 PM,M1,8001.2008,-122.34608321,47.613707496
16958,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248321,2010248321,460,TRAFFIC (MOVING) VIOLATION,12XX BLOCK OF 3RD AVE,K,07/19/2010 11:37:00 AM,K1,8100.2015,-122.335649754,47.607406735
16964,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248357,2010248357,430,ACCIDENT INVESTIGATION,6XX BLOCK OF BOREN AVE N,D,07/19/2010 12:16:00 PM,D2,7300.3000,-122.335822084,47.625163746
16965,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248237,2010248237,460,TRAFFIC (MOVING) VIOLATION,12XX BLOCK OF PARKSIDE DR E,C,07/19/2010 10:12:00 AM,C3,6300.5006,-122.290528279,47.632566996
16977,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248191,2010248191,460,TRAFFIC (MOVING) VIOLATION,39XX BLOCK OF S OTHELLO ST,S,07/19/2010 08:53:00 AM,S2,11000.2000,-122.282344886,47.537044021
16979,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248189,2010248189,460,TRAFFIC (MOVING) VIOLATION,10XX BLOCK OF S JACKSON ST,E,07/19/2010 08:58:00 AM,E3,9100.1004,-122.318430715,47.599186562
16985,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248165,2010248165,430,ACCIDENT INVESTIGATION,42XX BLOCK OF 29TH AVE W,Q,07/19/2010 09:25:00 AM,Q1,5801.4013,-122.394925621,47.658049893
16986,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248183,2010248183,430,ACCIDENT INVESTIGATION,80XX BLOCK OF FAUNTLEROY WAY SW,W,07/19/2010 09:30:00 AM,W3,11600.5000,-122.392708013,47.53065739
16987,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248213,2010248213,460,TRAFFIC (MOVING) VIOLATION,12XX BLOCK OF PARKSIDE DR E,C,07/19/2010 09:31:00 AM,C3,6300.5006,-122.290528279,47.632566996
17005,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248212,2010248212,430,ACCIDENT INVESTIGATION,88XX BLOCK OF 10TH AVE SW,F,07/19/2010 10:38:00 AM,F3,11300.3001,-122.348005461,47.52373593
17050,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248192,2010248192,430,ACCIDENT INVESTIGATION,61XX BLOCK OF CORSON AVE S,O,07/19/2010 10:43:00 AM,O3,10900.2076,-122.321377103,47.547744858
17056,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248223,2010248223,430,ACCIDENT INVESTIGATION,18XX BLOCK OF MINOR AVE,D,07/19/2010 11:33:00 AM,D2,7300.2019,-122.331208702,47.617225001
17066,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248267,2010248267,460,TRAFFIC (MOVING) VIOLATION,79XX BLOCK OF DAYTON AVE N,B,07/19/2010 10:42:00 AM,B3,2800.5009,-122.352555847,47.686579517
17070,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248341,2010248341,430,ACCIDENT INVESTIGATION,11XX BLOCK OF E MADISON ST,E,07/19/2010 12:22:00 PM,E2,7500.4011,-122.317230547,47.612666808
17072,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248129,2010248129,430,ACCIDENT INVESTIGATION,83XX BLOCK OF 15TH AVE NW,B,07/19/2010 08:58:00 AM,B3,3000.6004,-122.376802784,47.689666737
17073,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248150,2010248150,430,ACCIDENT INVESTIGATION,39XX BLOCK OF S FERDINAND ST,R,07/19/2010 09:00:00 AM,R3,10300.5008,-122.282100986,47.55784051
17078,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248161,2010248161,430,ACCIDENT INVESTIGATION,6XX BLOCK OF W MERCER PL,Q,07/19/2010 09:50:00 AM,Q3,7100.1003,-122.366401692,47.625994078
17087,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248527,2010248527,430,ACCIDENT INVESTIGATION,14XX BLOCK OF E UNION ST,E,07/19/2010 03:34:00 PM,E2,8600.1000,-122.313473608,47.612914569
17092,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248419,2010248419,430,ACCIDENT INVESTIGATION,95XX BLOCK OF COLLEGE WAY N,N,07/19/2010 03:54:00 PM,N3,1300.2012,-122.335049795,47.698677359
17100,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248569,2010248569,460,TRAFFIC (MOVING) VIOLATION,37XX BLOCK OF SW MANNING ST,W,07/19/2010 04:03:00 PM,W1,9800.2011,-122.378717906,47.571196385
17102,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248562,2010248562,460,TRAFFIC (MOVING) VIOLATION,3XX BLOCK OF 4TH AVE W,Q,07/19/2010 04:04:00 PM,Q3,7100.1013,-122.36242174,47.621381694
17103,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248575,2010248575,460,TRAFFIC (MOVING) VIOLATION,21XX BLOCK OF AURORA AVE N,Q,07/19/2010 04:05:00 PM,Q2,6000.1008,-122.3449729,47.638256505
17104,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248579,2010248579,460,TRAFFIC (MOVING) VIOLATION,17XX BLOCK OF OCCIDENTAL AVE S,K,07/19/2010 04:06:00 PM,K3,9300.3015,-122.333265011,47.587165819
17107,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248485,2010248485,430,ACCIDENT INVESTIGATION,XX BLOCK OF STEWART ST,M,07/19/2010 04:23:00 PM,M3,8002.1006,-122.341557689,47.610103084
17108,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248549,2010248549,430,ACCIDENT INVESTIGATION,92XX BLOCK OF INTERLAKE AVE N,N,07/19/2010 04:25:00 PM,N3,1800.1004,-122.34079882,47.697068552
17112,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248532,2010248532,430,ACCIDENT INVESTIGATION,9XX BLOCK OF SENECA ST,D,07/19/2010 03:29:00 PM,D3,8200.3003,-122.328110434,47.610068602
17122,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248545,2010248545,430,ACCIDENT INVESTIGATION,44XX BLOCK OF 25TH AVE NE,U,07/19/2010 03:47:00 PM,U2,4300.2010,-122.300906159,47.661888299
17123,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248288,2010248288,430,ACCIDENT INVESTIGATION,45XX BLOCK OF FREMONT AVE N,J,07/19/2010 01:48:00 PM,J2,4900.5008,-122.350036712,47.661765004
17147,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248242,2010248242,430,ACCIDENT INVESTIGATION,3XX BLOCK OF NW 65TH ST,B,07/19/2010 12:56:00 PM,B3,3400.4011,-122.36109655,47.675994876
17149,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248410,2010248410,460,TRAFFIC (MOVING) VIOLATION,4XX BLOCK OF S WASHINGTON ST,K,07/19/2010 01:10:00 PM,K2,9200.1002,-122.328311137,47.600874388
17151,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248383,2010248383,430,ACCIDENT INVESTIGATION,31XX BLOCK OF E MARION ST,G,07/19/2010 01:11:00 PM,G3,7800.4011,-122.292061891,47.610431436
17153,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248388,2010248388,430,ACCIDENT INVESTIGATION,8XX BLOCK OF POPLAR PL S,G,07/19/2010 01:22:00 PM,G2,9000.3021,-122.312692845,47.595643431
17158,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248269,2010248269,430,ACCIDENT INVESTIGATION,8XX BLOCK OF NW 70TH ST,B,07/19/2010 01:41:00 PM,B3,3300.1001,-122.366939713,47.679550593
17159,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248446,2010248446,460,TRAFFIC (MOVING) VIOLATION,47XX BLOCK OF 42ND AVE SW,W,07/19/2010 01:42:00 PM,W2,10500.6006,-122.385483015,47.560210049
17163,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248441,2010248441,460,TRAFFIC (MOVING) VIOLATION,88XX BLOCK OF NESBIT AVE N,N,07/19/2010 01:53:00 PM,N2,1800.2003,-122.343478227,47.693276509
17164,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248391,2010248391,430,ACCIDENT INVESTIGATION,21XX BLOCK OF S PLUM ST,O,07/19/2010 01:53:00 PM,O1,9400.3002,-122.304888772,47.585501595
17165,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,10000248317,2010248317,430,ACCIDENT INVESTIGATION,9XX BLOCK OF S HARNEY ST,O,07/19/2010 02:01:00 PM,O3,10900.2076,-122.319315037,47.548336187
17168,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248404,2010248404,460,TRAFFIC (MOVING) VIOLATION,22XX BLOCK OF SW TRENTON ST,F,07/19/2010 02:05:00 PM,F2,11400.3004,-122.362502719,47.524688495
17178,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,10000248451,2010248451,460,TRAFFIC (MOVING) VIOLATION,88XX BLOCK OF 9TH AVE SW,F,07/19/2010 02:40:00 PM,F3,11300.1013,-122.346731381,47.523726611
